C(4.56): 0.29,0.70,0.04,1.33,1.12,2.97,1.12,2.97,2.09,0.16
C(4.53): 0.29,0.70,0.04,1.33,1.12,2.97,0.96,2.97,2.09,0.16
C(4.37): 0.29,0.70,0.04,1.33,1.28,2.97,0.96,2.97,2.09,0.16
C(4.34): 0.29,0.70,0.04,1.33,1.28,2.97,0.80,2.97,2.09,0.16
C(4.35): 0.29,0.70,0.04,1.33,1.28,2.97,0.80,2.81,2.09,0.16
C(4.35): 0.29,0.70,0.04,1.33,1.28,2.97,0.80,2.97,1.93,0.16
C(4.36): 0.29,0.70,0.04,1.33,1.28,2.97,0.80,2.65,2.09,0.16
C(4.35): 0.29,0.70,0.04,1.33,1.28,2.97,0.80,2.49,2.09,0.16
C(4.34): 0.29,0.70,0.04,1.33,1.28,2.97,0.80,2.33,2.09,0.16
C(4.34): 0.29,0.70,0.04,1.33,1.28,2.97,0.80,2.49,1.93,0.16
C(4.35): 0.29,0.70,0.04,1.33,1.28,2.97,0.80,2.33,1.93,0.16
C(4.35): 0.29,0.70,0.04,1.33,1.28,2.97,0.80,2.33,1.93,0.16
C(4.35): 0.29,0.70,0.04,1.33,1.28,2.97,0.80,2.17,2.09,0.16
C(4.35): 0.29,0.70,0.04,1.33,1.28,2.97,0.80,2.49,1.77,0.16
C(4.35): 0.29,0.70,0.04,1.33,1.28,2.97,0.80,2.65,1.93,0.16
C(4.34): 0.29,0.70,0.04,1.33,1.28,2.97,0.80,2.65,1.77,0.16
C(4.35): 0.29,0.70,0.04,1.33,1.28,2.97,0.80,2.81,1.77,0.16
C(4.35): 0.29,0.70,0.04,1.33,1.28,2.97,0.80,2.65,1.61,0.16
C(4.35): 0.29,0.70,0.04,1.33,1.28,2.97,0.80,2.49,1.61,0.16
C(4.34): 0.29,0.70,0.04,1.33,1.28,2.97,0.80,2.49,1.45,0.16
C(4.34): 0.29,0.70,0.04,1.33,1.28,2.97,0.80,2.33,1.61,0.16
C(4.33): 0.29,0.70,0.04,1.33,1.28,2.97,0.80,2.17,1.61,0.16
C(4.33): 0.29,0.70,0.04,1.33,1.28,2.97,0.80,2.17,1.77,0.16
C(4.33): 0.29,0.70,0.04,1.33,1.28,2.97,0.80,2.01,1.61,0.16
C(4.29): 0.29,0.70,0.03,1.33,1.34,2.97,0.80,2.01,1.62,0.17
C(4.32): 0.29,0.70,0.04,1.33,1.34,2.97,0.80,2.01,1.78,0.17
C(4.31): 0.29,0.70,0.04,1.33,1.34,2.97,0.80,2.01,1.94,0.17
C(4.31): 0.29,0.70,0.04,1.33,1.34,2.97,0.80,1.85,1.78,0.17
C(4.32): 0.29,0.70,0.03,1.33,1.34,2.96,0.80,2.16,1.78,0.17
C(4.32): 0.29,0.70,0.04,1.33,1.34,2.97,0.80,2.01,2.09,0.17
C(4.32): 0.29,0.70,0.04,1.33,1.34,2.97,0.80,1.85,1.94,0.17
C(4.32): 0.29,0.70,0.04,1.33,1.34,2.97,0.80,2.17,1.94,0.17
C(4.32): 0.29,0.70,0.04,1.33,1.34,2.97,0.80,1.69,1.78,0.17
C(4.33): 0.29,0.70,0.04,1.33,1.34,2.97,0.80,1.85,1.62,0.17
C(4.32): 0.29,0.70,0.04,1.33,1.34,2.97,0.80,1.69,1.62,0.17
C(4.33): 0.29,0.70,0.04,1.33,1.34,2.97,0.80,1.85,1.46,0.17
C(4.33): 0.29,0.70,0.04,1.33,1.34,2.97,0.80,2.33,1.94,0.17
C(4.33): 0.29,0.70,0.04,1.33,1.34,2.81,0.80,2.01,1.78,0.17
C(4.33): 0.29,0.70,0.04,1.33,1.34,2.81,0.80,2.01,1.62,0.17
C(4.33): 0.29,0.70,0.04,1.33,1.34,2.81,0.80,2.17,1.78,0.17
C(4.32): 0.29,0.70,0.04,1.33,1.34,2.81,0.80,2.33,1.78,0.17
C(4.32): 0.29,0.70,0.04,1.33,1.34,2.81,0.80,2.49,1.78,0.17
C(4.31): 0.29,0.70,0.04,1.33,1.34,2.81,0.80,2.49,1.94,0.17
C(4.31): 0.29,0.70,0.04,1.33,1.34,2.81,0.80,2.49,2.09,0.17
C(4.31): 0.29,0.70,0.04,1.33,1.34,2.81,0.80,2.65,1.94,0.17
C(4.32): 0.29,0.70,0.04,1.33,1.34,2.81,0.80,2.33,1.94,0.17
C(4.32): 0.29,0.70,0.04,1.33,1.34,2.81,0.80,2.33,1.62,0.17
C(4.32): 0.29,0.70,0.04,1.33,1.34,2.81,0.80,2.17,1.94,0.17
C(4.32): 0.29,0.70,0.04,1.33,1.34,2.81,0.80,2.17,2.09,0.17
C(4.32): 0.29,0.70,0.04,1.33,1.34,2.81,0.80,2.33,2.09,0.17
C(4.32): 0.29,0.70,0.04,1.33,1.34,2.81,0.80,2.33,2.09,0.17
C(4.32): 0.29,0.70,0.04,1.33,1.34,2.81,0.80,2.65,2.09,0.17
C(4.32): 0.29,0.70,0.04,1.33,1.34,2.81,0.80,2.81,2.09,0.17
C(4.31): 0.29,0.70,0.04,1.33,1.34,2.81,0.80,2.96,2.09,0.17
C(4.33): 0.29,0.70,0.04,1.33,1.34,2.81,0.80,2.33,2.09,0.17
C(4.33): 0.29,0.70,0.04,1.33,1.34,2.81,0.80,2.01,1.94,0.17
C(4.31): 0.30,0.70,0.04,1.33,1.34,2.81,0.80,1.85,1.94,0.17
C(4.30): 0.31,0.69,0.04,1.33,1.34,2.81,0.80,1.69,1.94,0.17
C(4.29): 0.31,0.69,0.04,1.33,1.34,2.81,0.80,1.53,1.94,0.17
C(4.29): 0.31,0.69,0.04,1.33,1.34,2.81,0.80,1.53,1.78,0.17
C(4.29): 0.31,0.69,0.04,1.33,1.34,2.81,0.80,1.53,1.62,0.17
C(4.29): 0.32,0.69,0.04,1.33,1.34,2.81,0.80,1.37,1.78,0.17
C(4.29): 0.32,0.69,0.04,1.33,1.34,2.81,0.80,1.37,1.62,0.17
C(4.29): 0.31,0.69,0.04,1.33,1.34,2.81,0.80,1.37,1.46,0.17
C(4.27): 0.31,0.69,0.04,1.33,1.34,2.81,0.80,1.37,1.30,0.17
C(4.27): 0.31,0.69,0.04,1.33,1.34,2.81,0.80,1.21,1.46,0.17
C(4.27): 0.32,0.69,0.04,1.33,1.34,2.81,0.80,1.37,1.14,0.17
C(4.27): 0.32,0.69,0.04,1.33,1.34,2.81,0.80,1.53,1.30,0.17
C(4.27): 0.32,0.69,0.04,1.33,1.34,2.81,0.80,1.21,1.30,0.17
C(4.29): 0.32,0.69,0.04,1.33,1.34,2.81,0.80,1.21,1.14,0.17
C(4.29): 0.32,0.69,0.04,1.33,1.34,2.81,0.80,1.37,0.98,0.17
C(4.29): 0.32,0.69,0.04,1.33,1.34,2.81,0.80,1.53,1.14,0.17
C(4.29): 0.32,0.69,0.04,1.33,1.34,2.81,0.80,1.69,1.30,0.17
C(4.29): 0.32,0.69,0.04,1.33,1.34,2.81,0.80,1.05,1.30,0.17
C(4.29): 0.32,0.69,0.04,1.33,1.34,2.81,0.80,1.05,1.46,0.17
C(4.29): 0.32,0.69,0.04,1.33,1.34,2.81,0.80,1.53,2.09,0.17
